priority,junction_name,police_station,window,shift,busiest_dow,violations,capturable_viol,cum_located_%,cum_captured_%,corridor,cells,lat,lon
159,No Junction,Malleshwaram,09:00-12:00,A Morning (06-11),Wednesday,206,105.0,74.17894134179981,22.76869827720815,False,1,12.997197313106795,77.56852116747572
160,BTP126 - Dairy Circle,Adugodi,05:00-08:00,E Late-night (00-06),Saturday,238,102.19999999999999,74.26742309894342,22.80669338468746,False,3,12.936952175804715,77.6029802298042
161,No Junction,Electronic City,11:00-14:00,B Midday (11-16),Sunday,214,102.19999999999999,74.3469823259549,22.84468849216677,False,1,12.84209932102804,77.64415906635513
162,No Junction,K.G. Halli,02:00-05:00,E Late-night (00-06),Sunday,186,102.19999999999999,74.4161319344789,22.88268359964608,False,1,13.03458018548387,77.62438991236559
163,BTP018 - Dhobi Ghat Junction,Vijayanagara,09:00-12:00,A Morning (06-11),Saturday,373,102.19999999999999,74.55480292361571,22.92067870712539,False,5,12.987375758976166,77.55026517095243
164,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,08:00-11:00,A Morning (06-11),Tuesday,342,101.5,74.68194897799853,22.958413574142515,False,2,12.989664722472215,77.55054765969648
165,BTP155 - Katriguppe Junction,Banashankari,10:00-13:00,A Morning (06-11),Wednesday,317,101.5,74.79980073016038,22.996148441159637,False,2,12.926470511606137,77.5506545738157
166,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,10:00-13:00,A Morning (06-11),Thursday,338,100.8,74.92545969618784,23.033623067714576,False,4,12.979592586560955,77.55470231469641
167,No Junction,Mahadevapura,02:00-05:00,E Late-night (00-06),Thursday,369,100.8,75.06264359696931,23.07109769426951,False,2,12.979028497411617,77.69497351018519
168,No Junction,Bellandur,03:00-06:00,E Late-night (00-06),Wednesday,269,98.0,75.16265028886691,23.1075313589757,False,1,12.927426246066643,77.68053110989257
169,"BTP117 - 9th Cross, Kanakapura Road",J.P. Nagar,01:00-04:00,E Late-night (00-06),Saturday,187,98.0,75.23217166947974,23.14396502368189,False,2,12.913154122513859,77.57335774871795
170,No Junction,Electronic City,08:00-11:00,A Morning (06-11),Monday,334,97.3,75.35634354715185,23.18013844792589,False,1,12.840661124481496,77.67678185757477
171,No Junction,Thalagattapura,10:00-13:00,A Morning (06-11),Wednesday,191,96.6,75.42735201612004,23.216051631707707,False,1,12.88825659580453,77.56228898131093
172,No Junction,Byatarayanapura,11:00-14:00,B Midday (11-16),Sunday,178,95.89999999999999,75.49352744793332,23.251704575027336,False,1,12.956688653370788,77.51869616573035
173,No Junction,Magadi Road,10:00-13:00,A Morning (06-11),Thursday,363,95.19999999999999,75.62848071618176,23.287097277884772,False,1,12.964507334710746,77.5550225030303
174,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Wednesday,240,95.19999999999999,75.71770601750303,23.322489980742212,False,1,12.963787647083333,77.71778644
175,No Junction,Malleshwaram,05:00-08:00,E Late-night (00-06),Friday,320,94.5,75.83667308593141,23.357622443137465,False,1,13.0055189109375,77.5712101875
176,No Junction,Halasur,03:00-06:00,E Late-night (00-06),Sunday,245,94.5,75.92775724769687,23.39275490553272,False,1,12.973839233061224,77.62317769102042
177,BTP216 - Yediyur Junction,Basavanagudi,04:00-07:00,E Late-night (00-06),Tuesday,165,93.1,75.98909964235526,23.427366887003597,False,2,12.938529487949243,77.57691398473361
178,No Junction,Jalahalli,09:00-12:00,A Morning (06-11),Tuesday,242,92.39999999999999,76.0790684878542,23.46171862801229,False,1,13.050493133057852,77.52553816528926
179,No Junction,Shivajinagar,10:00-13:00,A Morning (06-11),Thursday,405,91.69999999999999,76.22963618383386,23.495810128558794,False,1,12.989051269629629,77.59905154617284
180,No Junction,Hulimavu,02:00-05:00,E Late-night (00-06),Sunday,192,91.0,76.30101642489089,23.52964138864311,False,1,12.875927525520837,77.6478917125
181,No Junction,Devanahalli Airport,03:00-06:00,E Late-night (00-06),Tuesday,229,90.3,76.38615223323494,23.563212408265244,False,1,13.18839776419214,77.68041464628821
182,No Junction,Madiwala,10:00-13:00,A Morning (06-11),Saturday,226,90.3,76.47017272531248,23.596783427887374,False,1,12.906869646272645,77.62846448664607
183,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Tuesday,194,90.3,76.54229651054717,23.630354447509507,False,1,12.93650268142999,77.69287405714037
184,No Junction,Jeevanbheemanagar,03:00-06:00,E Late-night (00-06),Friday,234,89.6,76.62929117933542,23.66366522666945,False,1,12.95907402008547,77.64555391581197
185,BTP225 - Geetha Junction,Jayanagara,07:00-10:00,A Morning (06-11),Sunday,242,89.6,76.71926002483438,23.69697600582939,False,2,12.928343016597978,77.58589382753466
186,BTP109 - Dewan Madhava Rao Junction,Basavanagudi,03:00-06:00,E Late-night (00-06),Thursday,331,88.9,76.84231658623997,23.730026544527153,False,3,12.941498426522386,77.5723637505682
187,No Junction,Ashok Nagar,12:00-15:00,B Midday (11-16),Sunday,272,87.5,76.94343859440409,23.762556602300535,False,1,12.974405116698705,77.60766465389031
188,No Junction,K.R. Pura,00:00-03:00,E Late-night (00-06),Thursday,316,87.5,77.0609185744771,23.795086660073917,False,1,13.006117770253166,77.68654765443038
189,BTP118 - Basappa Circle,City Market,09:00-12:00,A Morning (06-11),Thursday,281,87.5,77.16538653144076,23.8276167178473,False,2,12.957433700890952,77.57747757408873
190,No Junction,Bellandur,04:00-07:00,E Late-night (00-06),Saturday,185,86.8,77.2341643678759,23.859886535158495,False,1,12.928192081621622,77.67968717243244
191,No Junction,Hulimavu,02:00-05:00,E Late-night (00-06),Saturday,143,86.79999999999998,77.28732777657984,23.892156352469694,False,1,12.88526015806248,77.64202890342585
192,No Junction,Kodigehalli,12:00-15:00,B Midday (11-16),Friday,194,86.79999999999998,77.35945156181454,23.924426169780887,False,1,13.06345374484536,77.58698765412372
193,No Junction,City Market,08:00-11:00,A Morning (06-11),Tuesday,250,86.1,77.4523945840242,23.956435746629896,False,1,12.96910853241394,77.57555535318237
194,BTP220 - Puttanna Junction,Jayanagara,10:00-13:00,A Morning (06-11),Sunday,239,85.39999999999999,77.54124811325664,23.98818508301672,False,4,12.929156516293169,77.58320951564284
195,No Junction,Malleshwaram,05:00-08:00,E Late-night (00-06),Tuesday,228,84.69999999999999,77.62601214951187,24.01967417894135,False,1,13.005434841666666,77.57021829473683
196,No Junction,HAL Old Airport,04:00-07:00,E Late-night (00-06),Wednesday,188,84.69999999999999,77.69590530221353,24.051163274865985,False,1,12.943314437115076,77.69763287408834
197,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Friday,236,84.0,77.78364351517946,24.082392130328433,False,1,12.933796289209916,77.68946973676326
198,No Junction,Mahadevapura,10:00-13:00,A Morning (06-11),Sunday,168,84.0,77.84610122610435,24.113620985790877,False,1,12.99526073631963,77.69724369110254
199,No Junction,Hulimavu,06:00-09:00,A Morning (06-11),Wednesday,216,83.3,77.9264039972935,24.144589600791143,False,1,12.876262912037037,77.59656760277777
200,No Junction,Shivajinagar,09:00-12:00,A Morning (06-11),Sunday,184,83.3,77.99481006163981,24.175558215791405,False,1,12.98083869673913,77.61449834402174
201,No Junction,HAL Old Airport,02:00-05:00,E Late-night (00-06),Monday,161,83.29999999999998,78.05466536794283,24.206526830791663,False,1,12.958296342236023,77.66839718819875
202,No Junction,HAL Old Airport,01:00-04:00,E Late-night (00-06),Monday,266,82.6,78.15355674357392,24.237235205329736,False,1,12.956838196819984,77.70306861075188
203,No Junction,Yeshwanthpura,07:00-10:00,A Morning (06-11),Monday,267,81.19999999999999,78.25281989129384,24.267423098943436,False,1,13.030420570786516,77.53683516254682
204,No Junction,Electronic City,11:00-14:00,B Midday (11-16),Wednesday,116,81.19999999999999,78.29594545359913,24.297610992557132,False,2,12.850922149359164,77.65745113281669
205,No Junction,Wilson Garden,10:00-13:00,A Morning (06-11),Monday,277,80.5,78.39892632220743,24.327538645708643,False,1,12.937423484222698,77.58516874226929
206,No Junction,Shivajinagar,09:00-12:00,A Morning (06-11),Sunday,160,80.5,78.45840985642162,24.357466298860157,False,1,12.980848909375002,77.611489199375
207,No Junction,HAL Old Airport,06:00-09:00,A Morning (06-11),Thursday,191,79.8,78.5294183253898,24.387133711549485,False,1,12.931146375492215,77.6861088449955
208,No Junction,K.R. Pura,10:00-13:00,A Morning (06-11),Sunday,298,79.8,78.64020640786372,24.41680112423881,False,1,13.010436575067114,77.69759072167786
209,No Junction,Whitefield,10:00-13:00,A Morning (06-11),Tuesday,270,79.1,78.74058487185016,24.446208296465947,False,1,12.987569534814815,77.73478025
210,No Junction,K.R. Pura,03:00-06:00,E Late-night (00-06),Wednesday,143,79.1,78.79374828055408,24.47561546869309,False,1,13.003467653846153,77.72350357482517
211,No Junction,Whitefield,08:00-11:00,A Morning (06-11),Thursday,275,79.1,78.89598560498472,24.50502264092023,False,1,12.951595241818184,77.71743534945455
212,BTP218 - Syndicate Bank Junction,Jayanagara,06:00-09:00,A Morning (06-11),Sunday,284,79.1,79.0015688782149,24.53442981314737,False,4,12.93457433912692,77.58470952307621
213,No Junction,Yeshwanthpura,09:00-12:00,A Morning (06-11),Saturday,240,78.39999999999999,79.09079417953618,24.563576744912314,False,1,13.030912879928431,77.53582256809769
214,BTP078 - NR Square Junction,Halasuru Gate,08:00-11:00,A Morning (06-11),Tuesday,188,78.39999999999999,79.16068733223784,24.592723676677267,False,1,12.965635951595743,77.58540913510637
215,No Junction,HSR Layout,11:00-14:00,B Midday (11-16),Wednesday,162,77.7,79.2209144106297,24.62161036798003,False,1,12.905661731920285,77.6299908723519
216,No Junction,Rajajinagar,09:00-12:00,A Morning (06-11),Wednesday,252,77.69999999999999,79.31460097701705,24.65049705928279,False,1,13.018564694444445,77.53178979444444
217,No Junction,Bellandur,10:00-13:00,A Morning (06-11),Sunday,262,77.69999999999999,79.41200526429277,24.679383750585554,False,1,12.898938106490082,77.67542622337739
218,BTP207 - 8th Main Road Basaveshwara Nagar,Vijayanagara,09:00-12:00,A Morning (06-11),Saturday,199,77.69999999999999,79.48598790997167,24.708270441888317,False,3,12.991552525000001,77.53837913322936
219,No Junction,Kamakshipalya,10:00-13:00,A Morning (06-11),Monday,181,77.69999999999999,79.55327865805147,24.73715713319108,False,1,12.98932554198895,77.50066937348066
220,No Junction,Pulikeshinagar(F.Town),02:00-05:00,E Late-night (00-06),Friday,136,77.69999999999999,79.60383966213352,24.766043824493842,False,1,12.997025608088236,77.61434695147058
221,No Junction,Halasur,03:00-06:00,E Late-night (00-06),Saturday,176,77.0,79.66927154976912,24.79467027533442,False,1,12.972944388068184,77.61712788863636
222,No Junction,Basavanagudi,03:00-06:00,E Late-night (00-06),Friday,199,75.6,79.74325419544802,24.822776245250626,False,2,12.940945334159952,77.56664754469801
223,No Junction,Halasur,03:00-06:00,E Late-night (00-06),Thursday,197,75.6,79.81649329694925,24.850882215166827,False,1,12.973237079695432,77.6148438781726
224,No Junction,HAL Old Airport,02:00-05:00,E Late-night (00-06),Monday,230,75.6,79.90200087738214,24.878988185083035,False,1,12.971248909851235,77.71218332356523
225,No Junction,Malleshwaram,09:00-12:00,A Morning (06-11),Monday,211,75.59999999999998,79.98044478812709,24.90709415499924,False,1,12.998359415165876,77.57133974597157
226,No Junction,Banaswadi,12:00-15:00,B Midday (11-16),Sunday,310,74.89999999999999,80.09569413566707,24.93493988445325,False,1,12.993280753548389,77.66179640903226
227,No Junction,Yelahanka,11:00-14:00,B Midday (11-16),Sunday,209,74.19999999999999,80.17339450223434,24.96252537344508,False,1,13.093089207655504,77.594095069378
228,No Junction,Jeevanbheemanagar,07:00-10:00,A Morning (06-11),Sunday,259,72.1,80.26968347324356,24.98933014105035,False,1,12.969978185440077,77.64117719501832
229,No Junction,Yelahanka,05:00-08:00,E Late-night (00-06),Wednesday,154,72.09999999999998,80.32693637492471,25.01613490865562,False,1,13.094144811688311,77.59430976623376
230,No Junction,Byatarayanapura,10:00-13:00,A Morning (06-11),Sunday,198,71.39999999999999,80.40054724851477,25.042679435798693,False,1,12.936265475757576,77.51787405151515
231,BTP034 - LRDE Junction,High ground,07:00-10:00,A Morning (06-11),Saturday,233,71.39999999999999,80.48717014521418,25.069223962941773,False,2,12.988472897222348,77.59187680657726
232,No Junction,Jeevanbheemanagar,08:00-11:00,A Morning (06-11),Wednesday,178,70.0,80.55334557702746,25.095248009160482,False,1,12.978242164044945,77.62865273932584
233,No Junction,K.S. Layout,11:00-14:00,B Midday (11-16),Thursday,126,70.0,80.60018886022114,25.121272055379183,False,2,12.906864254019338,77.54613704760666
234,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Monday,115,69.3,80.64294265043758,25.14703586113571,False,1,12.958938842608696,77.66803411043477
235,No Junction,Peenya,02:00-05:00,E Late-night (00-06),Thursday,155,69.3,80.70056732420757,25.172799666892224,False,1,13.04710346516129,77.50102493225808
236,No Junction,Malleshwaram,07:00-10:00,A Morning (06-11),Saturday,185,69.3,80.76934516064273,25.198563472648743,False,1,12.997174208108108,77.5713835027027
237,No Junction,Mahadevapura,10:00-13:00,A Morning (06-11),Tuesday,198,69.3,80.84295603423277,25.22432727840527,False,1,12.987967242929292,77.73402709141413
238,No Junction,R.T. Nagar,09:00-12:00,A Morning (06-11),Tuesday,200,68.6,80.9173104520005,25.2498308436996,False,1,13.0238206925,77.5849899345
239,No Junction,Malleshwaram,04:00-07:00,E Late-night (00-06),Monday,294,68.6,81.02661144611906,25.27533440899393,False,1,13.011541150680271,77.55127483401361
240,No Junction,Banaswadi,00:00-03:00,E Late-night (00-06),Friday,272,67.89999999999999,81.12773345428319,25.30057773382608,False,1,12.99689284309921,77.66959283162113
241,No Junction,J.P. Nagar,05:00-08:00,E Late-night (00-06),Thursday,130,67.89999999999999,81.17606382583222,25.32582105865822,False,1,12.8949097,77.59915556692307
242,BTP140 - Madiwala Check Post,Adugodi,11:00-14:00,B Midday (11-16),Saturday,228,65.1,81.26082786208742,25.35002342164162,False,4,12.932714871680401,77.61406401551434
243,No Junction,K.R. Pura,10:00-13:00,A Morning (06-11),Wednesday,203,65.1,81.33629759612168,25.374225784625015,False,1,13.045820779802956,77.75033144236454
244,No Junction,Jnanabharathi,11:00-14:00,B Midday (11-16),Thursday,158,65.1,81.39503758615818,25.398428147608413,False,1,12.960996203164555,77.51126474556962
245,No Junction,Shivajinagar,02:00-05:00,E Late-night (00-06),Thursday,100,65.1,81.43221479504204,25.422630510591816,False,1,12.990616054,77.60079003300001
246,No Junction,Bellandur,01:00-04:00,E Late-night (00-06),Thursday,152,64.39999999999999,81.48872415254552,25.446572633113025,False,1,12.926822506604202,77.67830349922984
247,No Junction,Pulikeshinagar(F.Town),02:00-05:00,E Late-night (00-06),Tuesday,125,64.39999999999999,81.53519566365036,25.470514755634227,False,2,12.99575414131998,77.61119902131483
248,No Junction,Jeevanbheemanagar,07:00-10:00,A Morning (06-11),Friday,209,64.39999999999999,81.61289603021763,25.494456878155436,False,1,12.978109449282297,77.63940792057417
249,No Junction,Yelahanka,10:00-13:00,A Morning (06-11),Sunday,164,63.7,81.67386665278717,25.51813876021446,False,1,13.09966171280488,77.58862531646342
250,No Junction,Sheshadripuram,02:00-05:00,E Late-night (00-06),Wednesday,196,63.699999999999996,81.74673398219954,25.541820642273482,False,1,12.986489883163266,77.57450639285715
251,BTP009 - Prakash Nagar Junction,Rajajinagar,10:00-13:00,A Morning (06-11),Friday,202,63.699999999999996,81.82183194414496,25.5655025243325,False,2,12.99266604551006,77.55838750805796
252,No Junction,Banaswadi,12:00-15:00,B Midday (11-16),Sunday,133,62.99999999999999,81.87127763196051,25.58892416592934,False,1,13.02246572556391,77.63804267819549
253,No Junction,K.R. Pura,10:00-13:00,A Morning (06-11),Thursday,185,62.99999999999999,81.94005546839566,25.61234580752617,False,1,13.005760802702705,77.68595155135135
254,BTP071 - Prasanna Junction,Magadi Road,10:00-13:00,A Morning (06-11),Sunday,236,62.99999999999999,82.02779368136159,25.63576744912301,False,4,12.975177208716625,77.55365732345103
255,No Junction,Kodigehalli,09:00-12:00,A Morning (06-11),Saturday,151,62.3,82.0839312667762,25.658928850257656,False,1,13.053904637086092,77.5927066768212
256,No Junction,Mico Layout,04:00-07:00,E Late-night (00-06),Thursday,169,62.3,82.14676074978995,25.68209025139231,False,1,12.913668222485208,77.6062872295858
257,No Junction,Peenya,10:00-13:00,A Morning (06-11),Saturday,187,62.3,82.21628213040277,25.705251652526957,False,1,13.040098751158643,77.51873251586453
258,No Junction,Ashok Nagar,10:00-13:00,A Morning (06-11),Sunday,127,61.599999999999994,82.26349718568528,25.72815281319942,False,1,12.974037262992129,77.60928555039371
259,No Junction,Kodigehalli,12:00-15:00,B Midday (11-16),Friday,161,61.599999999999994,82.32335249198832,25.751053973871883,False,1,13.062863763354036,77.59240939192547
260,No Junction,Sadashivanagar,10:00-13:00,A Morning (06-11),Wednesday,172,61.599999999999994,82.38729729126855,25.773955134544345,False,1,13.027819980813954,77.57435342965117
261,No Junction,Ashok Nagar,12:00-15:00,B Midday (11-16),Sunday,175,61.599999999999994,82.45235740681532,25.79685629521681,False,1,12.972722110285714,77.60739482285715
262,No Junction,HAL Old Airport,05:00-08:00,E Late-night (00-06),Saturday,143,61.599999999999994,82.50552081551925,25.819757455889274,False,1,12.959100876923078,77.7159595048951
263,No Junction,Bellandur,10:00-13:00,A Morning (06-11),Sunday,243,61.599999999999994,82.59586143310705,25.842658616561735,False,1,12.899918619753088,77.67544746584362
264,BTP091 - Sirsi Circle,Magadi Road,02:00-05:00,E Late-night (00-06),Sunday,139,61.599999999999994,82.64753775345562,25.865559777234203,False,3,12.962744122745098,77.55865515117647
265,No Junction,HAL Old Airport,04:00-07:00,E Late-night (00-06),Sunday,150,61.599999999999994,82.70330356678141,25.888460937906665,False,1,12.937775106512891,77.70039849155319
266,No Junction,Sheshadripuram,10:00-13:00,A Morning (06-11),Tuesday,170,60.9,82.76650482188398,25.911101858116936,False,1,12.990676218235294,77.5718123452941
267,No Junction,Hulimavu,02:00-05:00,E Late-night (00-06),Saturday,119,60.199999999999996,82.81074570045578,25.93348253786502,False,1,12.886876410351617,77.64095867682653
268,No Junction,Jeevanbheemanagar,03:00-06:00,E Late-night (00-06),Friday,141,60.199999999999996,82.86316556498204,25.955863217613107,False,1,12.959654613573033,77.64593801963362
269,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",Jayanagara,04:00-07:00,E Late-night (00-06),Tuesday,155,60.199999999999996,82.92079023875203,25.978243897361196,False,2,12.917326247192982,77.57806277320176
270,No Junction,Bellandur,10:00-13:00,A Morning (06-11),Wednesday,207,60.199999999999996,82.99774706114164,26.00062457710928,False,3,12.916885501935566,77.67306688766666
271,BTP214 - 5th Main Chamrajpet  Junction,Chamarajpet,10:00-13:00,A Morning (06-11),Saturday,155,59.49999999999999,83.05537173491163,26.02274501639518,False,2,12.967019702346182,77.54944832954634
272,No Junction,Magadi Road,10:00-13:00,A Morning (06-11),Monday,153,59.49999999999999,83.11225286450394,26.044865455681084,False,1,12.964315178431374,77.55376589019608
273,No Junction,HAL Old Airport,02:00-05:00,E Late-night (00-06),Saturday,180,59.49999999999999,83.1791718404949,26.066985894966983,False,1,12.952347732558303,77.70010159420109
274,No Junction,Sadashivanagar,10:00-13:00,A Morning (06-11),Wednesday,106,59.49999999999999,83.21857968191179,26.089106334252882,False,1,13.027609694339624,77.57554625943396
275,No Junction,HAL Old Airport,01:00-04:00,E Late-night (00-06),Monday,240,59.49999999999999,83.30780498323308,26.11122677353878,False,1,12.971880926783912,77.71171732202912
276,No Junction,Pulikeshinagar(F.Town),11:00-14:00,B Midday (11-16),Tuesday,143,59.49999999999999,83.360968391937,26.13334721282468,False,1,12.994490737762238,77.6156786006993
277,No Junction,Pulikeshinagar(F.Town),02:00-05:00,E Late-night (00-06),Thursday,111,59.49999999999999,83.4022350937981,26.15546765211058,False,1,12.997342524324324,77.61037444864866
278,No Junction,Sheshadripuram,08:00-11:00,A Morning (06-11),Friday,145,59.499999999999986,83.4561420466797,26.17758809139648,False,1,12.99009857724138,77.57282369103449
279,No Junction,Byatarayanapura,10:00-13:00,A Morning (06-11),Monday,145,59.499999999999986,83.5100489995613,26.19970853068238,False,1,12.940575057931037,77.52465646620689
280,No Junction,HAL Old Airport,09:00-12:00,A Morning (06-11),Saturday,198,58.8,83.58365987315136,26.221568729506096,False,1,12.966158067171715,77.71822786666667
281,No Junction,HSR Layout,11:00-14:00,B Midday (11-16),Thursday,221,58.8,83.66582150478472,26.24342892832981,False,1,12.91218447713935,77.62576937882353
282,No Junction,Jeevanbheemanagar,07:00-10:00,A Morning (06-11),Sunday,195,58.8,83.73831706210825,26.265289127153522,False,1,12.970399032127762,77.64739278162129
283,No Junction,HAL Old Airport,04:00-07:00,E Late-night (00-06),Saturday,196,58.8,83.81118439152063,26.28714932597724,False,1,12.939583881184204,77.69504219794628
284,No Junction,HAL Old Airport,06:00-09:00,A Morning (06-11),Monday,93,58.099999999999994,83.84575919578262,26.308749284338766,False,1,12.948435680368702,77.69931521733761
285,No Junction,Devanahalli Airport,03:00-06:00,E Late-night (00-06),Saturday,180,58.099999999999994,83.91267817177358,26.330349242700297,False,1,13.189899912222222,77.6806237188889
286,No Junction,Kodigehalli,09:00-12:00,A Morning (06-11),Tuesday,135,58.099999999999994,83.9628674037668,26.351949201061824,False,2,13.023100192297534,77.5847677890625
287,No Junction,Kodigehalli,09:00-12:00,A Morning (06-11),Sunday,217,58.099999999999994,84.04354194704479,26.373549159423355,False,2,13.07188686548913,77.58891176024844
288,No Junction,Kodigehalli,02:00-05:00,E Late-night (00-06),Wednesday,169,58.099999999999994,84.10637143005852,26.395149117784882,False,1,13.049964157396449,77.59281076982248
289,No Junction,HAL Old Airport,02:00-05:00,E Late-night (00-06),Monday,124,57.4,84.1524711690745,26.416488835684216,False,1,12.970402201311856,77.71246703636426
290,No Junction,Electronic City,10:00-13:00,A Morning (06-11),Friday,111,57.4,84.1937378709356,26.437828553583554,False,1,12.870260525732476,77.65356024952385
291,No Junction,Adugodi,02:00-05:00,E Late-night (00-06),Monday,175,56.699999999999996,84.25879798648236,26.458908031020705,False,1,12.932045835428571,77.63209262342858
292,No Junction,Chikkajala,03:00-06:00,E Late-night (00-06),Thursday,97,56.699999999999996,84.29485987909972,26.47998750845786,False,1,13.183912350515463,77.68638810515463
293,No Junction,Sheshadripuram,09:00-12:00,A Morning (06-11),Tuesday,166,56.699999999999996,84.35657404584693,26.501066985895005,False,1,12.989481775903617,77.57329890060241
294,No Junction,Jeevanbheemanagar,10:00-13:00,A Morning (06-11),Sunday,217,56.0,84.43724858912492,26.521886222869973,False,1,12.971149788684476,77.6473549607301
295,No Junction,Basavanagudi,03:00-06:00,E Late-night (00-06),Friday,137,56.0,84.48818136529582,26.542705459844935,False,1,12.942067728467151,77.56729588029197
296,No Junction,Bellandur,02:00-05:00,E Late-night (00-06),Wednesday,169,54.599999999999994,84.55101084830955,26.563004215895532,False,1,12.927963781100424,77.68084939991583
297,No Junction,Kodigehalli,12:00-15:00,B Midday (11-16),Thursday,106,54.599999999999994,84.59041868972645,26.58330297194612,False,1,13.058198777358491,77.59153685377359
298,No Junction,Banaswadi,05:00-08:00,E Late-night (00-06),Thursday,79,54.599999999999994,84.6197886847447,26.60360172799672,False,1,12.991545710126582,77.65201065063292
299,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Tuesday,144,54.599999999999994,84.67332386553747,26.623900484047308,False,1,12.963162706944445,77.71728614166666
300,No Junction,Yeshwanthpura,02:00-05:00,E Late-night (00-06),Saturday,130,53.9,84.7216542370865,26.643938999635708,False,2,13.034570278601139,77.55716258780454
301,No Junction,Yelahanka,00:00-03:00,E Late-night (00-06),Thursday,104,53.9,84.76031853432572,26.66397751522411,False,1,13.097668989423076,77.59913424230768
302,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),02:00-05:00,E Late-night (00-06),Wednesday,162,53.9,84.82054561271758,26.68401603081251,False,3,12.957251790403932,77.57411624958777
303,No Junction,Jeevanbheemanagar,07:00-10:00,A Morning (06-11),Saturday,204,53.199999999999996,84.89638711884066,26.70379430593873,False,1,12.9703994073141,77.64632313131082
304,No Junction,Yeshwanthpura,08:00-11:00,A Morning (06-11),Sunday,185,53.199999999999996,84.96516495527582,26.723572581064943,False,1,13.027768345405406,77.54231084486487
305,No Junction,Hebbala,01:00-04:00,E Late-night (00-06),Wednesday,172,53.199999999999996,85.02910975455606,26.74335085619116,False,1,13.04943948255814,77.59339814883721
306,No Junction,K.R. Pura,23:00-02:00,D Night (20-24),Wednesday,239,53.199999999999996,85.11796328378851,26.763129131317378,False,1,13.00891571799163,77.69641430543932
307,No Junction,Rajajinagar,10:00-13:00,A Morning (06-11),Monday,126,53.199999999999996,85.16480656698218,26.78290740644359,False,2,13.009002417528809,77.52680991130602
308,No Junction,Chikkajala,10:00-13:00,A Morning (06-11),Wednesday,211,52.5,85.24325047772714,26.80242544110762,False,1,13.186964682464454,77.68014445971565
309,No Junction,Kodigehalli,10:00-13:00,A Morning (06-11),Sunday,122,52.5,85.28860667256545,26.821943475771647,False,1,13.068571118650912,77.59270797864772
310,No Junction,HAL Old Airport,05:00-08:00,E Late-night (00-06),Saturday,168,52.5,85.35106438349035,26.84146151043568,False,1,12.958313760714285,77.71567921785714
311,No Junction,Shivajinagar,05:00-08:00,E Late-night (00-06),Sunday,171,52.5,85.41463741068176,26.86097954509971,False,1,12.990293948538012,77.59950982865497
312,BTP037 - KR Circle,Upparpet,03:00-06:00,E Late-night (00-06),Tuesday,203,52.5,85.49010714471599,26.88049757976374,False,3,12.976636670763336,77.585198264082
313,BTP184 - Lalbagh West Gate,Basavanagudi,02:00-05:00,E Late-night (00-06),Monday,175,51.8,85.55516726026276,26.899755373965583,False,2,12.947952183974358,77.57992916162394
314,No Junction,Mico Layout,04:00-07:00,E Late-night (00-06),Saturday,159,51.8,85.61427902238812,26.919013168167428,False,1,12.91357185283019,77.60496243710692
315,No Junction,High ground,04:00-07:00,E Late-night (00-06),Thursday,101,51.8,85.65182800336082,26.93827096236927,False,1,12.988598775247524,77.59847234752475
316,No Junction,Jeevanbheemanagar,03:00-06:00,E Late-night (00-06),Thursday,157,51.8,85.7101962213085,26.957528756571115,False,1,12.96018390360176,77.64492437264458
317,No Junction,Sadashivanagar,06:00-09:00,A Morning (06-11),Saturday,135,51.8,85.76038545330171,26.976786550772957,False,1,13.029050242222224,77.57080843185184
318,BTP166 - Coffee Board Junction,Cubbon Park,05:00-08:00,E Late-night (00-06),Wednesday,116,51.8,85.80351101560699,26.996044344974802,False,2,12.98388103296131,77.59472843162203
319,No Junction,Kamakshipalya,08:00-11:00,A Morning (06-11),Thursday,178,51.8,85.86968644742026,27.015302139176644,False,2,12.987145350106756,77.51926704556601
320,No Junction,Kodigehalli,01:00-04:00,E Late-night (00-06),Thursday,164,51.8,85.93065706998982,27.03455993337849,False,1,13.047784379268291,77.57611972012195
321,"BTP197 - 9th Cross, 24th Main, JP Nagar",J.P. Nagar,09:00-12:00,A Morning (06-11),Friday,163,51.8,85.99125592047051,27.05381772758033,False,2,12.9114344964309,77.585486497971
322,No Junction,Electronic City,10:00-13:00,A Morning (06-11),Thursday,159,51.099999999999994,86.05036768259586,27.07281528131999,False,1,12.870735446996507,77.65448525182592
323,No Junction,Hebbala,03:00-06:00,E Late-night (00-06),Tuesday,138,51.099999999999994,86.1016722308556,27.09181283505965,False,1,13.033615016666667,77.58852248913043
324,No Junction,HAL Old Airport,05:00-08:00,E Late-night (00-06),Saturday,165,51.099999999999994,86.16301462551398,27.110810388799305,False,1,12.962174051515152,77.71676251030303
