zone,n_tickets,lat,lon,junction_name,police_station,address,context,generator_kw
174_228,220,12.935141108636362,77.61578486863637,BTP135 - UCO Bank Junction,Adugodi,"1st Cross Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,cross
174_282,705,12.935098872401545,77.69035502177482,No Junction,HAL Old Airport,"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
174_283,71,12.935288952112677,77.69157112957747,No Junction,HAL Old Airport,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Residential,nagar
175_157,198,12.936265475757576,77.51787405151515,No Junction,Byatarayanapura,"Mysore Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",Mixed / Other,
175_205,78,12.936590293589743,77.58423233846153,BTP218 - Syndicate Bank Junction,Jayanagara,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,circle
175_206,54,12.936816466666667,77.5849695388889,BTP218 - Syndicate Bank Junction,Wilson Garden,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,circle
175_218,143,12.936617763636363,77.6017388874126,BTP126 - Dairy Circle,Mico Layout,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Commercial street,circle
175_220,45,12.936792757777779,77.60537368,BTP126 - Dairy Circle,Adugodi,"Hosur Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Commercial street,circle
175_221,98,12.936455483673468,77.6061552377551,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,"Hosur Road, Global Tech Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Commercial street,road junction
175_227,66,12.936008757575758,77.61510006666666,BTP135 - UCO Bank Junction,Adugodi,"1st Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,main road
175_228,509,12.93616553555992,77.61589655206288,BTP135 - UCO Bank Junction,Adugodi,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,main road
175_229,125,12.936325867199999,77.6171631304,No Junction,Adugodi,"20th Main Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,main road
175_236,55,12.937070607272728,77.6271090690909,No Junction,Adugodi,"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",Commercial street,main road
175_283,462,12.936267958826557,77.69224919739787,No Junction,HAL Old Airport,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Residential,nagar
175_284,194,12.93650268142999,77.69287405714037,No Junction,HAL Old Airport,"Embassy Tech Square Main Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Commercial street,main road
175_291,53,12.936863204075179,77.70296078775085,No Junction,HAL Old Airport,"Panathur Main Road, Subbanna Apartment, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Commercial street,main road
175_292,45,12.936557448988994,77.70408366441585,No Junction,HAL Old Airport,"Panathur Main Road, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Commercial street,main road
176_168,44,12.938175043181817,77.5332493659091,No Junction,Banashankari,"60 Feet Road, Veerabhadra Nagara Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",Commercial street,circle
176_200,104,12.937873564423077,77.5769197875,BTP216 - Yediyur Junction,Basavanagudi,"Old Kanakapura Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Mixed / Other,
176_202,47,12.93806424893617,77.57994305744681,"BTP186 - 9th Cross, 4th Main, Jayanagar",Basavanagudi,"RV Road, Cauvery Circle, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
176_205,30,12.93782125,77.58417739,BTP187 - South End Circle,Wilson Garden,"9th Main Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,main road
176_206,277,12.937423484222698,77.58516874226929,No Junction,Wilson Garden,"T Mariyappa Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,circle
176_211,88,12.938190722727272,77.59263723522727,No Junction,Wilson Garden,"8th Main Road, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)",Commercial street,main road
176_218,50,12.937446006,77.601828122,BTP126 - Dairy Circle,Adugodi,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Commercial street,circle
176_236,59,12.937350329268126,77.62702354940993,No Junction,Adugodi,"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",Commercial street,main road
176_284,36,12.937628195063859,77.69342399529816,No Junction,HAL Old Airport,"Outer Ring Road, Featherlite The Address, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
176_287,117,12.938113657469144,77.69778483757315,No Junction,HAL Old Airport,"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Commercial street,main road
176_288,151,12.938126618913758,77.69873258876454,No Junction,HAL Old Airport,"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Commercial street,main road
176_289,150,12.937775106512891,77.70039849155319,No Junction,HAL Old Airport,"Panathur Main Road, High Cliff, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Commercial street,main road
176_290,67,12.93747041095147,77.70144785021064,No Junction,HAL Old Airport,"Panathur Main Road, High Cliff, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Commercial street,main road
176_323,45,12.93808913111111,77.74680506666667,No Junction,Whitefield,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Commercial street,main road
177_161,33,12.939285136363637,77.52328474848484,No Junction,Byatarayanapura,"Mysore Road, Salarpuria Sattva Melody, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",Mixed / Other,
177_200,61,12.93918541147541,77.57690818196721,BTP216 - Yediyur Junction,Basavanagudi,"Old Kanakapura Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Mixed / Other,
177_202,46,12.938933745180325,77.5800410516396,"BTP186 - 9th Cross, 4th Main, Jayanagar",Basavanagudi,"RV Road, Parasmani Regency, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,cross
177_205,395,12.93938753164557,77.58399495696202,"BTP186 - 9th Cross, 4th Main, Jayanagar",Wilson Garden,"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,main road
177_235,31,12.93930278064516,77.62571294838709,No Junction,Adugodi,"Srinivagilu Main Road, Patel Narayana Reddy Layout, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,main road
177_285,196,12.939583881184204,77.69504219794628,No Junction,HAL Old Airport,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
177_286,1373,12.93963797074987,77.69569804831653,No Junction,HAL Old Airport,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
177_287,198,12.93868333422313,77.69724089196235,No Junction,HAL Old Airport,"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Commercial street,main road
178_162,145,12.940575057931035,77.52465646620689,No Junction,Byatarayanapura,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",Residential,nagar
178_192,133,12.940500214285715,77.56658565263157,No Junction,Basavanagudi,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,main road
178_197,135,12.940309123703704,77.57298824740741,BTP109 - Dewan Madhava Rao Junction,Basavanagudi,"Nettakallappa Circle, Nattakallappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
178_223,35,12.940320251428572,77.60921413428571,BTP133 - Adugodi Junction,Adugodi,"Hosur Road, ML Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",Residential,colony
178_231,57,12.940348880701755,77.6200762368421,No Junction,Adugodi,"20th Main Road, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,main road
178_286,56,12.940191225406892,77.69572893702127,No Junction,HAL Old Airport,"Outer Ring Road, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
179_179,32,12.9422882875,77.54838870625,No Junction,Banashankari,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)",Religious,temple
179_192,66,12.941390454034186,77.56670943676446,No Junction,Basavanagudi,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,main road
179_193,137,12.942067728467153,77.56729588029197,No Junction,Basavanagudi,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,main road
179_196,166,12.94203108253012,77.57126879096386,BTP109 - Dewan Madhava Rao Junction,Basavanagudi,"Sri DV Gundappa Road, Kallappa Block, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Residential,block
179_197,30,12.942155073333334,77.57283421333334,BTP109 - Dewan Madhava Rao Junction,Basavanagudi,"Police Station Road, Kallappa Block, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Residential,block
179_232,32,12.941811325,77.6217246,No Junction,Adugodi,"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,main road
179_233,56,12.942257439285713,77.622605225,No Junction,Adugodi,"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Commercial street,main road
179_286,64,12.941670843334915,77.69655124479071,No Junction,HAL Old Airport,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Residential,layout
179_287,52,12.942178367695838,77.69712643577533,No Junction,HAL Old Airport,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Residential,layout
179_323,89,12.942190274157303,77.7472037494382,No Junction,Whitefield,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Commercial street,main road
180_193,94,12.943027301129282,77.5678050334271,No Junction,Basavanagudi,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,main road
180_195,32,12.943436715347161,77.5709231741628,BTP108 - Tagore Park Junction,Basavanagudi,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Mixed / Other,
180_196,776,12.943195446235649,77.57111642840668,BTP108 - Tagore Park Junction,Basavanagudi,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Mixed / Other,
180_197,77,12.943652307792208,77.5730931077922,BTP108 - Tagore Park Junction,Basavanagudi,"Market Road, Tagore Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Wholesale market,market
180_206,30,12.943603086666666,77.58566776666666,No Junction,Wilson Garden,"3rd Cross Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,circle
180_287,188,12.943314437115076,77.69763287408834,No Junction,HAL Old Airport,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
181_164,39,12.944674794871794,77.52726171282052,BTP098 - Nayandahalli Junction,Byatarayanapura,"Dr Rajkumar Punya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",Mixed / Other,
181_195,52,12.944943390384616,77.570784675,BTP108 - Tagore Park Junction,Basavanagudi,"North Anjaneya Temple Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Religious,temple
181_196,503,12.944780053081837,77.57120720248187,BTP108 - Tagore Park Junction,Basavanagudi,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
181_197,132,12.94420611439394,77.57312737424242,BTP108 - Tagore Park Junction,Basavanagudi,"Rathana Vilas Road, Babasahebara Palya, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Mixed / Other,
181_213,180,12.944966518216908,77.59492977672222,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,"1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Commercial street,main road
181_214,82,12.94470293414634,77.59708028780489,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,"Hosur Road, Wilson Manor Apartment, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Commercial street,cross
181_287,99,12.944376362626263,77.69769627070707,No Junction,HAL Old Airport,"Outer Ring Road, Bellandur Amanikere, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
181_288,57,12.944876915789473,77.6984389245614,No Junction,HAL Old Airport,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
182_165,30,12.94572344,77.52875594333334,BTP098 - Nayandahalli Junction,Byatarayanapura,"Mysore Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",Mixed / Other,
182_195,152,12.945975603181356,77.57046441903664,BTP215 - Vanivillas Junction,Basavanagudi,"Gandhi Bazar Road, Gandhi Bazar, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,bazar
182_196,300,12.945424179765446,77.57124091323105,BTP215 - Vanivillas Junction,Basavanagudi,"Gandhi Bazar Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
182_208,93,12.946258288172045,77.58801931612904,No Junction,Wilson Garden,"Siddhapura Road, Siddapura Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
182_213,90,12.945622483333333,77.59530335222222,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,"1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Commercial street,main road
182_287,61,12.945522737704918,77.69802047868852,No Junction,HAL Old Airport,"Outer Ring Road, Bellandur Amanikere, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Mixed / Other,
183_169,39,12.947737087179487,77.53419611538462,No Junction,Byatarayanapura,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Residential,nagar
183_202,45,12.947688113333333,77.57986167555556,BTP184 - Lalbagh West Gate,Basavanagudi,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
183_210,71,12.947160726760565,77.59081723943662,BTP122 - Siddapura Junction,Wilson Garden,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Residential,nagar
183_288,93,12.947170866302386,77.69891731989728,No Junction,HAL Old Airport,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",Mixed / Other,
184_196,30,12.94855279,77.57223849333333,BTP107 - National College Junction,V.V.Puram (C.Pet),"Pampa Mahakavi Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Education,college
184_200,38,12.949004392105264,77.57704737894737,BTP193 - Vasavi Circle,V.V.Puram (C.Pet),"National High School Road, Sri Vasavi Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",Education,school
184_202,130,12.948216254615383,77.57999664769231,BTP184 - Lalbagh West Gate,Basavanagudi,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
184_215,99,12.948831318181819,77.59794389393939,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,"H Siddiah Road, Narayanpura, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",Commercial street,cross
184_288,93,12.948435680368702,77.69931521733761,No Junction,HAL Old Airport,"Outer Ring Road, Marathahalli Extension, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Residential,extension
185_160,52,12.950327030769232,77.52210537115386,No Junction,Byatarayanapura,"14th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",Commercial street,cross
185_288,87,12.949861470114943,77.69935703218391,No Junction,HAL Old Airport,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Mixed / Other,
185_289,536,12.949962055908076,77.69972926813232,No Junction,HAL Old Airport,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Mixed / Other,
185_302,50,12.950234032000001,77.71767584,No Junction,Whitefield,"Vibgyor High School Road, Vaswani Brentwood, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",Education,school
186_160,39,12.950971502564101,77.52180297179487,No Junction,Byatarayanapura,"15th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",Commercial street,cross
186_173,88,12.951652820454546,77.54010656022727,BTP096 - Gali Anjaneya Temple,Byatarayanapura,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",Religious,temple
186_200,67,12.951660676119403,77.57690980597015,BTP106 - VV Puram College,V.V.Puram (C.Pet),"Siri Vasavi Temple Road, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",Education,college
186_210,55,12.951458658181817,77.59060585272728,BTP121 - KH Circle,Wilson Garden,"Kengal Hanumanthaiah Circle, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Commercial street,circle
186_222,102,12.95158401372549,77.60761836470589,BTP132 - Anepalya Junction,Ashok Nagar,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",Commercial street,main road
186_289,329,12.95139156086047,77.69988819686169,No Junction,HAL Old Airport,"Outer Ring Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",Residential,layout
186_301,275,12.951595241818183,77.71743534945455,No Junction,Whitefield,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",Education,school
187_174,561,12.952468752648432,77.54116058271528,BTP096 - Gali Anjaneya Temple,Byatarayanapura,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",Religious,temple
187_175,37,12.953209610002485,77.54206630619117,BTP096 - Gali Anjaneya Temple,Byatarayanapura,"Mysore Road, Iyannashetty Layout, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",Religious,temple
187_210,31,12.952465816129031,77.59077697419355,BTP121 - KH Circle,Wilson Garden,"KH Road, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Commercial street,circle
187_289,180,12.952347732558305,77.70010159420109,No Junction,HAL Old Airport,"Outer Ring Road, Salarpuria Sattva Supreme, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Mixed / Other,
188_175,498,12.95361742639057,77.54275343070033,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",Metro / Transit hub,bus stand
188_176,467,12.953907021092286,77.5436154224197,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",Metro / Transit hub,bus stand
188_205,103,12.954152080582524,77.58401160194174,BTP120 - Lalbagh Main Gate Junction,City Market,"Karumbigal Road, Mantri Blossom, Doddamavalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",Mixed / Other,
188_206,68,12.954296977941176,77.58540994558824,BTP120 - Lalbagh Main Gate Junction,Wilson Garden,"Lalbagh Main Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Commercial street,main road
188_209,40,12.954303867499998,77.58994444,BTP103 - Shanti Nagar TTMC,Wilson Garden,"Sri Kolada Mata Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Residential,nagar
188_210,53,12.954063003773586,77.5911918490566,BTP103 - Shanti Nagar TTMC,Wilson Garden,"KH Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Residential,nagar
188_211,44,12.954068288636364,77.59265881136363,BTP103 - Shanti Nagar TTMC,Wilson Garden,"H Siddiah Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Residential,nagar
189_157,42,12.955831304761906,77.51842763333333,No Junction,Byatarayanapura,"Gnana Bharathi Road, Kendra Upadhyayara Sangha, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",Residential,nagar
189_158,46,12.95583635,77.5186476673913,No Junction,Byatarayanapura,"Gnana Bharathi Road, Kendra Upadhyayara Sangha, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",Residential,nagar
189_177,50,12.955593054000001,77.545777636,"BTP094 - Sri Skanda Complex, Mysore Road",Byatarayanapura,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",Mall / Shopping,complex
189_178,47,12.955760836170212,77.54625801702127,"BTP094 - Sri Skanda Complex, Mysore Road",Byatarayanapura,"1st Main Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",Mall / Shopping,complex
189_202,109,12.95528486146789,77.57990284954128,BTP119 - Minerva Circle,City Market,"Kondajji Basappa Road, Minerva Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
189_206,317,12.955194876025235,77.58564008012618,BTP192 - Urvashi Theater,Wilson Garden,"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",Entertainment,theater
189_211,54,12.955046935185184,77.5925767425926,"BTP102 - BMTC Junction, KH Road",Wilson Garden,"BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Commercial street,main road
189_302,44,12.955739699999999,77.718428975,No Junction,Whitefield,"HAL Airport Road, DSR Vertex Apex, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",Mixed / Other,
190_158,178,12.956688653370787,77.51869616573035,No Junction,Byatarayanapura,"Gnana Bharathi Road, Manasa Layout, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",Residential,layout
190_198,67,12.95685266716418,77.57489920447762,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
190_199,60,12.956756418333333,77.57544979,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
190_200,147,12.956763181632653,77.57735740340136,BTP118 - Basappa Circle,City Market,"Kalasipalyam Main Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,main road
190_203,38,12.956688760526315,77.58117295,BTP167 - JC Road Junction,City Market,"Model Road, Thayappa Layout, Journalist Colony, Bengaluru, Karnataka. Pin-560002 (India)",Commercial street,road junction
190_206,57,12.956881224561403,77.58603353333334,BTP192 - Urvashi Theater,Wilson Garden,"Lalbagh Main Road, Pride Hulkul, Vinoba Nagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",Entertainment,theater
190_288,32,12.956956385778316,77.69911448043159,No Junction,HAL Old Airport,"HAL Airport Road, TNR Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Residential,layout
190_289,126,12.95701813015873,77.7007487468254,No Junction,HAL Old Airport,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Mixed / Other,
190_290,404,12.956964933494294,77.70141736398205,No Junction,HAL Old Airport,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Mixed / Other,
190_291,266,12.956838196819984,77.70306861075188,No Junction,HAL Old Airport,"HAL Airport Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Residential,nagar
190_292,78,12.956687975641026,77.70397088974359,No Junction,HAL Old Airport,"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Residential,nagar
190_295,69,12.95660676231884,77.70867527681159,No Junction,HAL Old Airport,"Marathahalli Bridge Service Road, Purva Riviera, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Mixed / Other,
190_300,168,12.95677535896651,77.7150869648054,No Junction,HAL Old Airport,"ITPL Main Road, Arvind Avenue, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",Commercial street,main road
190_312,69,12.956379508695651,77.73215894202899,No Junction,Whitefield,"HAL Airport Road, Miraya Rose, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",Mixed / Other,
191_158,198,12.958036726767677,77.51904951969696,No Junction,Byatarayanapura,"Dr Rajkumar Puniya Bhoomi Road, Nagarabavi Circle, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",Commercial street,circle
191_183,30,12.958055963333333,77.55380975333334,"BTP093 - Toll Gate, Mysore Road",Chamarajpet,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Residential,nagar
191_193,107,12.958001531775702,77.56735305700934,BTP214 - 5th Main Chamrajpet  Junction,Chamarajpet,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Commercial street,main road
191_196,35,12.958146285714285,77.57199975428571,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),"Pampa Mahakavi Road, K Mariyappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Commercial street,circle
191_200,134,12.958104220149254,77.57759774477611,BTP118 - Basappa Circle,City Market,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",Commercial street,main road
191_203,113,12.957903469911505,77.58138685044248,BTP167 - JC Road Junction,City Market,"Arumugam Mudaliar Road, NKP Layout, Journalist Colony, Bengaluru, Karnataka. Pin-560002 (India)",Commercial street,road junction
191_204,117,12.958015477777778,77.58229187094017,BTP167 - JC Road Junction,City Market,"Model Road, Ryders Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",Commercial street,road junction
